order_id,customer_id,order_date,category,quantity,unit_price,discount_rate,paid_amount,order_status
O001441,C00099,2025-12-30,美妆个护,1,57.83,0.05,54.94,已支付
O001442,C00311,2025-07-13,服饰鞋包,4,657.07,0.2,2102.62,已支付
O001443,C00151,2025-09-06,家居日用,2,205.78,0,411.56,已支付
O001444,C00278,2025-10-09,服饰鞋包,2,135.69,0,271.38,已退款
O001445,C00428,2026-01-08,运动户外,1,515.95,0.1,464.36,已取消
O001446,C00231,2026-03-20,美妆个护,1,126.59,0,126.59,已支付
O001447,C00111,2025-08-19,食品饮料,1,162.92,0,162.92,已退款
O001448,C00041,2026-03-16,食品饮料,4,100.68,0.1,362.45,已支付
O001449,C00140,2025-08-21,美妆个护,2,111.29,0,222.58,已退款
O001450,C00161,2025-08-14,家居日用,2,448.49,0.15,762.43,已支付
O001451,C00267,2025-09-09,家居日用,2,192.11,0.1,345.8,已取消
O001452,C00002,2026-02-01,美妆个护,3,174.02,0.08,480.3,已支付
O001453,C00024,2026-01-01,服饰鞋包,2,99.34,0.1,178.81,已支付
O001454,C00065,2025-11-16,运动户外,1,90.58,0.2,72.46,已支付
O001455,C00085,2026-01-17,服饰鞋包,4,451.63,0.2,1445.22,已支付
O001456,C00126,2026-06-26,服饰鞋包,1,646.08,0.15,549.17,已支付
O001457,C00257,2025-10-04,数码电子,3,735.16,0.08,2029.04,已支付
O001458,C00554,2026-03-26,服饰鞋包,4,499.92,0,1999.68,已取消
O001459,C00023,2025-12-03,食品饮料,1,149.19,0.05,141.73,已退款
O001460,C00496,2025-11-25,数码电子,4,994.13,0,3976.52,已取消
O001461,C00564,2026-02-14,服饰鞋包,1,90.59,0.05,86.06,已支付
O001462,C00312,2026-06-26,数码电子,2,851.25,0.2,1362.0,已支付
O001463,C00389,2025-10-25,家居日用,3,311.62,0.15,794.63,已取消
O001464,C00317,2026-06-19,食品饮料,2,154.97,0,309.94,已支付
O001465,C00423,2025-11-18,数码电子,1,561.17,0,561.17,已支付
O001466,C00016,2025-07-26,食品饮料,1,32.29,0.2,25.83,已退款
O001467,C00052,2025-07-02,数码电子,2,1228.39,0.08,2260.24,已退款
O001468,C00541,2026-05-03,服饰鞋包,2,451.24,0.2,721.98,已取消
O001469,C00203,2025-07-09,服饰鞋包,1,578.34,0,578.34,已取消
O001470,C00481,2025-07-12,美妆个护,3,98.21,0.1,265.17,已支付
O001471,C00585,2025-07-24,家居日用,2,67.45,0.1,121.41,已退款
O001472,C00160,2025-07-10,服饰鞋包,2,205.24,0.15,348.91,已支付
O001473,C00141,2026-06-01,运动户外,1,339.96,0,339.96,已支付
O001474,C00270,2025-09-02,食品饮料,1,124.94,0,124.94,已支付
O001475,C00402,2026-03-06,数码电子,2,564.83,0.08,1039.29,已支付
O001476,C00464,2025-11-08,食品饮料,4,175.97,0.1,633.49,已支付
O001477,C00015,2026-02-16,食品饮料,1,72.85,0.2,58.28,已支付
O001478,C00398,2025-11-21,食品饮料,1,136.91,0.2,109.53,已支付
O001479,C00054,2026-03-28,美妆个护,1,123.35,0.1,111.02,已支付
O001480,C00551,2025-10-08,运动户外,4,61.34,0.1,220.82,已支付
O001481,C00075,2025-07-26,运动户外,1,285.27,0,285.27,已支付
O001482,C00153,2026-06-28,数码电子,1,1077.48,0,1077.48,已支付
O001483,C00164,2025-08-24,食品饮料,2,31.62,0.2,50.59,已支付
O001484,C00396,2025-11-08,家居日用,1,310.99,0,310.99,已支付
O001485,C00310,2025-09-11,服饰鞋包,1,411.86,0.08,378.91,已取消
O001486,C00401,2026-02-06,食品饮料,1,112.54,0,112.54,已取消
O001487,C00137,2026-01-20,服饰鞋包,3,159.6,0,478.8,已退款
O001488,C00111,2026-06-22,家居日用,1,68.53,0,68.53,已支付
O001489,C00017,2025-09-24,美妆个护,2,226.31,0.15,384.73,已支付
O001490,C00548,2026-04-21,食品饮料,1,150.32,0.15,127.77,已取消
O001491,C00519,2025-08-26,数码电子,1,421.79,0.08,388.05,已取消
O001492,C00066,2026-01-03,家居日用,1,159.16,0,159.16,已支付
O001493,C00277,2026-01-11,家居日用,1,254.7,0.15,216.49,已支付
O001494,C00069,2025-07-18,服饰鞋包,1,570.36,0,570.36,已取消
O001495,C00400,2025-09-08,服饰鞋包,5,97.36,0.2,389.44,已支付
O001496,C00308,2025-12-09,美妆个护,5,97.65,0.15,415.01,已支付
O001497,C00313,2026-06-15,运动户外,1,457.03,0,457.03,已支付
O001498,C00018,2025-10-31,美妆个护,1,205.05,0.08,188.65,已支付
O001499,C00047,2025-12-22,数码电子,2,1071.69,0,2143.38,已支付
O001500,C00498,2025-12-26,食品饮料,4,122.58,0.05,465.8,已支付
O001501,C00481,2025-07-18,运动户外,1,250.78,0.2,200.62,已取消
O001502,C00189,2026-03-06,服饰鞋包,2,657.26,0,1314.52,已退款
O001503,C00447,2025-12-27,美妆个护,1,224.9,0,224.9,已支付
O001504,C00040,2025-09-23,食品饮料,2,189.27,0,378.54,已支付
O001505,C00565,2025-08-10,服饰鞋包,1,687.4,0,687.4,已支付
O001506,C00033,2026-02-16,家居日用,1,257.63,0.2,206.1,已退款
O001507,C00458,2026-04-29,食品饮料,1,27.92,0.2,22.34,已退款
O001508,C00102,2025-12-14,美妆个护,1,121.66,0.05,115.58,已支付
O001509,C00340,2026-06-01,运动户外,1,582.55,0.05,553.42,已支付
O001510,C00186,2026-03-30,服饰鞋包,2,617.72,0.05,1173.67,已支付
O001511,C00443,2026-06-16,服饰鞋包,1,233.34,0.05,221.67,已支付
O001512,C00123,2025-12-21,运动户外,1,550.52,0.2,440.42,已支付
O001513,C00431,2026-05-11,美妆个护,1,128.02,0.2,102.42,已支付
O001514,C00431,2026-01-12,服饰鞋包,2,499.7,0,999.4,已退款
O001515,C00414,2025-07-02,食品饮料,1,139.08,0.08,127.95,已支付
O001516,C00180,2025-08-12,家居日用,2,455.48,0.05,865.41,已退款
O001517,C00446,2026-04-28,美妆个护,1,101.61,0.15,86.37,已支付
O001518,C00098,2026-02-11,食品饮料,1,83.69,0.08,76.99,已支付
O001519,C00207,2025-10-17,食品饮料,1,183.69,0.08,168.99,已支付
O001520,C00319,2025-11-01,数码电子,4,1103.71,0.05,4194.1,已支付
O001521,C00392,2026-03-21,数码电子,1,887.1,0.05,842.75,已支付
O001522,C00021,2025-12-21,美妆个护,3,206.49,0,619.47,已取消
O001523,C00280,2026-01-22,家居日用,1,436.52,0.2,349.22,已退款
O001524,C00003,2026-01-24,运动户外,1,80.5,0.15,68.42,已支付
O001525,C00517,2025-11-22,家居日用,1,399.5,0.1,359.55,已支付
O001526,C00456,2026-06-21,食品饮料,2,51.43,0.1,92.57,已支付
O001527,C00327,2026-04-19,数码电子,1,357.39,0,357.39,已退款
O001528,C00582,2026-01-30,美妆个护,1,122.34,0.15,103.99,已支付
O001529,C00549,2026-06-14,运动户外,1,319.35,0.15,271.45,已退款
O001530,C00441,2025-09-13,家居日用,1,404.69,0.05,384.46,已取消
O001531,C00133,2026-02-18,服饰鞋包,1,577.38,0.05,548.51,已支付
O001532,C00205,2026-05-23,数码电子,2,824.0,0.2,1318.4,已支付
O001533,C00148,2026-04-24,运动户外,4,585.27,0.1,2106.97,已支付
O001534,C00211,2025-12-07,美妆个护,3,286.19,0.1,772.71,已退款
O001535,C00280,2026-04-02,数码电子,3,1076.55,0.08,2971.28,已退款
O001536,C00181,2026-04-03,美妆个护,1,96.2,0,96.2,已取消
O001537,C00481,2025-11-21,服饰鞋包,1,641.09,0,641.09,已支付
O001538,C00354,2025-11-26,食品饮料,1,173.91,0,173.91,已取消
O001539,C00047,2025-12-21,服饰鞋包,1,458.9,0.2,367.12,已支付
O001540,C00146,2025-10-14,家居日用,1,50.08,0.1,45.07,已支付
O001541,C00518,2026-01-30,运动户外,1,313.07,0.15,266.11,已取消
O001542,C00031,2025-10-25,运动户外,2,496.94,0.2,795.1,已支付
O001543,C00232,2026-06-23,数码电子,1,877.29,0.15,745.7,已支付
O001544,C00335,2026-03-03,美妆个护,1,282.17,0.2,225.74,已支付
O001545,C00313,2026-06-14,美妆个护,1,253.61,0,253.61,已支付
O001546,C00026,2025-08-31,运动户外,1,123.98,0.15,105.38,已支付
O001547,C00010,2025-10-27,运动户外,1,115.91,0,115.91,已支付
O001548,C00281,2025-10-15,数码电子,3,800.74,0.1,2162.0,已支付
O001549,C00456,2025-09-14,美妆个护,3,45.93,0,137.79,已支付
O001550,C00562,2025-10-16,运动户外,2,416.84,0.05,792.0,已支付
O001551,C00582,2025-09-06,数码电子,2,1041.16,0.05,1978.2,已支付
O001552,C00464,2026-01-11,美妆个护,1,211.74,0.2,169.39,已退款
O001553,C00089,2025-07-31,服饰鞋包,4,62.6,0.05,237.88,已支付
O001554,C00092,2026-02-07,服饰鞋包,3,429.47,0.08,1185.34,已退款
O001555,C00535,2026-06-21,家居日用,4,252.91,0,1011.64,已取消
O001556,C00480,2026-02-12,美妆个护,4,289.2,0,1156.8,已支付
O001557,C00170,2025-10-28,美妆个护,1,77.48,0.1,69.73,已退款
O001558,C00017,2026-06-14,运动户外,2,217.35,0.2,347.76,已支付
O001559,C00275,2026-04-28,食品饮料,1,102.35,0,102.35,已取消
O001560,C00177,2025-09-20,运动户外,4,303.87,0.05,1154.71,已取消
O001561,C00167,2026-03-06,服饰鞋包,1,657.07,0.05,624.22,已取消
O001562,C00463,2025-07-06,数码电子,4,1161.15,0.1,4180.14,已退款
O001563,C00251,2025-08-21,数码电子,2,544.79,0.08,1002.41,已支付
O001564,C00560,2026-05-20,美妆个护,1,279.28,0.08,256.94,已支付
O001565,C00473,2026-06-17,家居日用,4,398.87,0.2,1276.38,已退款
O001566,C00594,2025-09-12,运动户外,3,328.79,0.2,789.1,已支付
O001567,C00391,2026-06-11,家居日用,2,229.25,0,458.5,已支付
O001568,C00443,2025-10-03,家居日用,1,83.54,0.08,76.86,已支付
O001569,C00354,2025-08-16,数码电子,1,468.16,0,468.16,已支付
O001570,C00341,2025-07-26,服饰鞋包,1,379.28,0.15,322.39,已支付
O001571,C00070,2025-08-09,运动户外,3,274.45,0,823.35,已退款
O001572,C00269,2026-02-22,数码电子,1,649.63,0.15,552.19,已取消
O001573,C00100,2026-03-24,数码电子,1,881.02,0.05,836.97,已支付
O001574,C00300,2025-07-14,服饰鞋包,1,152.23,0.2,121.78,已支付
O001575,C00408,2025-11-27,食品饮料,3,102.24,0.08,282.18,已退款
O001576,C00320,2025-07-03,食品饮料,3,150.02,0.08,414.06,已支付
O001577,C00544,2025-10-31,食品饮料,2,61.46,0.15,104.48,已支付
O001578,C00458,2026-06-08,运动户外,1,106.48,0,106.48,已支付
O001579,C00020,2025-11-27,食品饮料,1,183.3,0.1,164.97,已支付
O001580,C00317,2025-12-12,食品饮料,2,137.57,0.1,247.63,已支付
O001581,C00028,2025-10-27,美妆个护,2,45.04,0,90.08,已支付
O001582,C00324,2026-04-19,数码电子,3,580.2,0.05,1653.57,已支付
O001583,C00178,2026-05-16,数码电子,2,479.96,0,959.92,已支付
O001584,C00150,2026-04-30,家居日用,3,188.75,0,566.25,已支付
O001585,C00171,2025-08-24,运动户外,1,532.78,0.05,506.14,已支付
O001586,C00054,2025-09-04,食品饮料,4,34.45,0,137.8,已支付
O001587,C00169,2025-10-01,食品饮料,3,76.88,0.08,212.19,已支付
O001588,C00006,2026-04-12,运动户外,4,77.83,0,311.32,已取消
O001589,C00228,2026-05-24,家居日用,5,98.96,0.2,395.84,已取消
O001590,C00475,2026-05-20,运动户外,1,53.34,0.05,50.67,已退款
O001591,C00544,2025-10-13,运动户外,2,98.72,0,197.44,已取消
O001592,C00233,2025-10-05,食品饮料,1,92.45,0.15,78.58,已支付
O001593,C00144,2026-01-21,家居日用,2,54.2,0.1,97.56,已支付
O001594,C00140,2025-10-25,服饰鞋包,3,252.81,0.08,697.76,已退款
O001595,C00396,2026-05-30,运动户外,1,106.48,0.05,101.16,已支付
O001596,C00309,2025-12-31,家居日用,1,58.25,0.08,53.59,已支付
O001597,C00055,2026-05-29,美妆个护,3,243.32,0.08,671.56,已支付
O001598,C00102,2025-10-08,食品饮料,1,143.47,0,143.47,已取消
O001599,C00452,2025-11-07,运动户外,2,338.72,0,677.44,已支付
O001600,C00021,2025-11-18,食品饮料,3,129.19,0.1,348.81,已支付
O001601,C00063,2026-05-29,运动户外,1,365.99,0.2,292.79,已支付
O001602,C00206,2026-06-01,家居日用,1,197.05,0.1,177.35,已支付
O001603,C00497,2025-08-29,食品饮料,1,156.5,0.15,133.03,已支付
O001604,C00344,2026-01-29,数码电子,1,183.93,0.15,156.34,已支付
O001605,C00545,2025-09-13,服饰鞋包,2,222.25,0.08,408.94,已支付
O001606,C00176,2026-02-06,家居日用,4,472.58,0,1890.32,已退款
O001607,C00206,2025-07-29,食品饮料,1,43.73,0.08,40.23,已支付
O001608,C00218,2025-08-12,运动户外,2,525.32,0.2,840.51,已支付
O001609,C00028,2026-05-26,服饰鞋包,4,133.33,0,533.32,已支付
O001610,C00136,2025-09-21,家居日用,1,175.08,0,175.08,已支付
O001611,C00302,2025-07-14,运动户外,2,91.86,0.15,156.16,已支付
O001612,C00261,2025-10-03,家居日用,2,238.6,0.08,439.02,已支付
O001613,C00494,2025-08-08,运动户外,1,153.76,0.08,141.46,已支付
O001614,C00524,2026-05-27,食品饮料,4,47.43,0.08,174.54,已取消
O001615,C00418,2025-12-25,数码电子,1,659.8,0.15,560.83,已支付
O001616,C00537,2026-01-25,运动户外,1,572.55,0,572.55,已支付
O001617,C00067,2026-04-10,运动户外,2,111.18,0.2,177.89,已取消
O001618,C00447,2025-11-07,数码电子,1,540.19,0.1,486.17,已支付
O001619,C00367,2025-09-23,数码电子,2,1033.36,0.15,1756.71,已取消
O001620,C00156,2025-09-25,美妆个护,3,69.83,0,209.49,已支付
O001621,C00582,2026-04-25,服饰鞋包,1,321.05,0.1,288.94,已支付
O001622,C00591,2026-05-10,家居日用,2,148.76,0,297.52,已取消
O001623,C00087,2025-12-29,运动户外,1,555.19,0,555.19,已支付
O001624,C00172,2026-05-04,家居日用,1,92.6,0,92.6,已支付
O001625,C00399,2026-03-20,家居日用,1,51.51,0.08,47.39,已支付
O001626,C00323,2025-08-27,家居日用,4,57.83,0.1,208.19,已支付
O001627,C00423,2026-04-19,服饰鞋包,4,318.59,0.08,1172.41,已支付
O001628,C00217,2025-12-26,数码电子,1,928.44,0.15,789.17,已支付
O001629,C00274,2025-12-22,美妆个护,2,80.55,0.2,128.88,已支付
O001630,C00509,2025-08-14,服饰鞋包,1,344.93,0.08,317.34,已支付
O001631,C00074,2026-06-13,服饰鞋包,2,233.91,0,467.82,已支付
O001632,C00085,2026-03-12,服饰鞋包,1,559.18,0.1,503.26,已支付
O001633,C00146,2025-12-07,食品饮料,1,74.34,0,74.34,已支付
O001634,C00412,2026-02-07,数码电子,1,965.01,0,965.01,已支付
O001635,C00517,2026-03-22,家居日用,1,206.58,0.1,185.92,已支付
O001636,C00365,2026-01-15,美妆个护,1,137.9,0,137.9,已取消
O001637,C00171,2025-11-22,数码电子,2,546.66,0.15,929.32,已支付
O001638,C00254,2026-05-08,美妆个护,2,65.66,0,131.32,已支付
O001639,C00228,2026-05-03,数码电子,2,230.95,0.2,369.52,已退款
O001640,C00016,2025-07-21,美妆个护,2,209.43,0.2,335.09,已退款
O001641,C00491,2025-10-11,数码电子,2,401.97,0,803.94,已支付
O001642,C00142,2025-09-18,运动户外,4,364.89,0.1,1313.6,已退款
O001643,C00511,2025-07-05,美妆个护,1,194.66,0.15,165.46,已退款
O001644,C00153,2026-01-11,服饰鞋包,2,474.87,0,949.74,已取消
O001645,C00328,2026-06-02,美妆个护,2,98.21,0.08,180.71,已支付
O001646,C00104,2025-07-02,美妆个护,2,195.66,0,391.32,已支付
O001647,C00032,2026-06-14,食品饮料,1,53.04,0,53.04,已支付
O001648,C00113,2026-05-14,食品饮料,1,84.71,0.15,72.0,已支付
O001649,C00383,2025-11-13,数码电子,2,647.23,0,1294.46,已支付
O001650,C00067,2025-08-26,运动户外,2,143.31,0.2,229.3,已支付
O001651,C00194,2026-04-30,服饰鞋包,1,515.02,0,515.02,已取消
O001652,C00482,2026-04-20,数码电子,1,729.48,0.1,656.53,已支付
O001653,C00203,2025-07-14,美妆个护,2,62.81,0.15,106.78,已退款
O001654,C00008,2026-06-18,美妆个护,2,105.55,0.15,179.44,已支付
O001655,C00375,2025-10-23,数码电子,1,578.34,0.05,549.42,已支付
O001656,C00073,2026-06-16,食品饮料,3,87.22,0,261.66,已退款
O001657,C00306,2026-02-20,服饰鞋包,1,542.16,0,542.16,已支付
O001658,C00100,2026-05-11,运动户外,1,311.29,0,311.29,已支付
O001659,C00186,2025-10-13,食品饮料,1,115.86,0.08,106.59,已支付
O001660,C00551,2026-02-04,家居日用,4,192.79,0.15,655.49,已支付
O001661,C00510,2026-02-23,数码电子,1,220.33,0.15,187.28,已支付
O001662,C00353,2025-10-02,美妆个护,1,159.05,0.2,127.24,已支付
O001663,C00012,2025-07-19,数码电子,2,1121.03,0.1,2017.85,已退款
O001664,C00375,2025-12-02,美妆个护,3,182.83,0.2,438.79,已退款
O001665,C00498,2026-01-27,家居日用,3,272.83,0,818.49,已支付
O001666,C00171,2025-11-24,运动户外,2,129.36,0.2,206.98,已支付
O001667,C00073,2026-03-24,食品饮料,2,51.26,0.05,97.39,已取消
O001668,C00521,2026-06-09,服饰鞋包,1,397.79,0.2,318.23,已支付
O001669,C00211,2025-11-14,服饰鞋包,2,346.95,0,693.9,已支付
O001670,C00506,2026-04-15,美妆个护,3,212.48,0.08,586.44,已退款
O001671,C00040,2026-03-10,运动户外,1,333.41,0,333.41,已支付
O001672,C00179,2025-08-28,家居日用,1,55.79,0,55.79,已支付
O001673,C00482,2025-11-01,食品饮料,5,65.74,0.15,279.39,已支付
O001674,C00433,2026-03-31,运动户外,3,169.25,0,507.75,已支付
O001675,C00294,2026-04-21,家居日用,1,154.69,0.15,131.49,已取消
O001676,C00332,2025-11-03,数码电子,1,1001.6,0,1001.6,已退款
O001677,C00120,2026-02-16,运动户外,1,587.95,0.08,540.91,已支付
O001678,C00359,2025-11-03,数码电子,4,909.54,0,3638.16,已支付
O001679,C00520,2026-01-14,运动户外,2,498.63,0.05,947.4,已退款
O001680,C00508,2025-10-22,运动户外,1,411.99,0.08,379.03,已取消
O001681,C00010,2025-09-30,运动户外,2,119.83,0,239.66,已支付
O001682,C00100,2026-04-23,运动户外,1,403.73,0.1,363.36,已取消
O001683,C00309,2025-07-01,美妆个护,1,193.84,0,193.84,已取消
O001684,C00356,2025-07-01,服饰鞋包,2,70.7,0.1,127.26,已支付
O001685,C00542,2026-02-08,服饰鞋包,1,388.48,0.1,349.63,已支付
O001686,C00042,2026-02-05,食品饮料,2,55.47,0.1,99.85,已取消
O001687,C00528,2026-06-25,数码电子,1,1118.21,0.15,950.48,已支付
O001688,C00435,2026-01-28,数码电子,2,458.75,0,917.5,已取消
O001689,C00190,2026-03-06,数码电子,3,701.93,0.15,1789.92,已取消
O001690,C00223,2025-08-24,家居日用,2,273.37,0.05,519.4,已支付
O001691,C00194,2025-10-30,食品饮料,2,187.13,0.1,336.83,已支付
O001692,C00338,2025-09-01,家居日用,1,465.89,0,465.89,已支付
O001693,C00322,2026-05-28,家居日用,1,161.44,0,161.44,已支付
O001694,C00562,2025-10-24,食品饮料,1,116.15,0.08,106.86,已取消
O001695,C00553,2026-02-23,服饰鞋包,3,276.77,0.15,705.76,已支付
O001696,C00539,2026-06-07,家居日用,1,384.17,0.05,364.96,已退款
O001697,C00237,2026-06-07,食品饮料,4,54.83,0,219.32,已支付
O001698,C00381,2026-01-23,运动户外,1,336.35,0.15,285.9,已取消
O001699,C00347,2025-09-26,美妆个护,1,263.6,0.05,250.42,已取消
O001700,C00208,2025-11-05,食品饮料,1,131.4,0.08,120.89,已取消
O001701,C00316,2026-06-08,家居日用,1,80.87,0.05,76.83,已支付
O001702,C00404,2026-04-01,运动户外,2,341.08,0,682.16,已支付
O001703,C00264,2026-05-08,数码电子,2,398.61,0.15,677.64,已支付
O001704,C00277,2026-02-17,运动户外,1,536.02,0,536.02,已支付
O001705,C00127,2026-06-06,美妆个护,2,135.01,0,270.02,已支付
O001706,C00455,2026-05-21,运动户外,1,51.59,0,51.59,已支付
O001707,C00313,2025-11-10,美妆个护,1,51.47,0.08,47.35,已退款
O001708,C00015,2026-02-26,家居日用,1,377.62,0,377.62,已支付
O001709,C00223,2026-06-20,服饰鞋包,2,482.0,0,964.0,已支付
O001710,C00457,2026-06-03,服饰鞋包,2,203.46,0.2,325.54,已支付
O001711,C00041,2025-12-17,服饰鞋包,1,577.81,0.1,520.03,已支付
O001712,C00006,2025-11-24,数码电子,4,1117.78,0.05,4247.56,已支付
O001713,C00562,2025-12-30,服饰鞋包,1,404.9,0.1,364.41,已支付
O001714,C00600,2026-04-18,美妆个护,1,276.59,0.05,262.76,已支付
O001715,C00203,2025-08-21,家居日用,5,119.57,0.2,478.28,已取消
O001716,C00404,2025-09-06,美妆个护,3,161.67,0.15,412.26,已支付
O001717,C00407,2025-10-02,家居日用,1,217.4,0.1,195.66,已支付
O001718,C00087,2025-11-06,家居日用,1,424.26,0.15,360.62,已取消
O001719,C00174,2025-08-16,食品饮料,1,150.81,0,150.81,已退款
O001720,C00435,2026-01-21,运动户外,2,562.4,0.05,1068.56,已支付
O001721,C00427,2025-08-25,运动户外,1,263.53,0,263.53,已退款
O001722,C00256,2025-11-30,服饰鞋包,1,80.2,0.15,68.17,已取消
O001723,C00013,2025-11-30,服饰鞋包,2,351.07,0.2,561.71,已支付
O001724,C00148,2026-01-01,运动户外,1,260.95,0,260.95,已支付
O001725,C00521,2025-12-16,美妆个护,3,158.46,0.08,437.35,已支付
O001726,C00364,2025-10-25,运动户外,1,400.81,0,400.81,已支付
O001727,C00361,2026-05-25,运动户外,1,469.11,0.05,445.65,已退款
O001728,C00377,2026-01-06,服饰鞋包,1,72.76,0.08,66.94,已支付
O001729,C00516,2026-02-04,运动户外,1,394.43,0.15,335.27,已取消
O001730,C00265,2026-04-10,数码电子,2,243.23,0.05,462.14,已支付
O001731,C00076,2025-08-14,运动户外,1,231.95,0.1,208.75,已退款
O001732,C00581,2025-12-08,运动户外,4,572.4,0.05,2175.12,已支付
O001733,C00303,2025-10-25,美妆个护,1,275.04,0,275.04,已支付
O001734,C00227,2025-12-29,服饰鞋包,2,520.85,0,1041.7,已退款
O001735,C00339,2026-03-19,运动户外,4,588.42,0,2353.68,已支付
O001736,C00217,2025-07-11,家居日用,3,181.14,0.1,489.08,已退款
O001737,C00353,2026-01-16,运动户外,1,463.95,0.2,371.16,已退款
O001738,C00300,2026-02-15,家居日用,1,365.46,0.2,292.37,已支付
O001739,C00457,2026-05-02,食品饮料,1,85.15,0.2,68.12,已支付
O001740,C00307,2026-03-15,食品饮料,1,162.47,0.1,146.22,已支付
O001741,C00280,2025-07-17,美妆个护,3,260.19,0.2,624.46,已退款
O001742,C00563,2025-10-16,食品饮料,3,196.02,0.2,470.45,已支付
O001743,C00395,2026-05-06,家居日用,1,338.33,0.1,304.5,已支付
O001744,C00126,2026-04-27,数码电子,4,434.86,0,1739.44,已取消
O001745,C00384,2026-01-02,数码电子,2,711.63,0,1423.26,已退款
O001746,C00502,2025-08-10,食品饮料,2,27.37,0,54.74,已支付
O001747,C00328,2025-07-14,运动户外,3,519.56,0.08,1433.99,已支付
O001748,C00075,2025-11-15,美妆个护,1,91.3,0.08,84.0,已取消
O001749,C00390,2026-01-15,家居日用,4,363.62,0,1454.48,已支付
O001750,C00441,2025-09-28,数码电子,1,806.91,0.15,685.87,已退款
O001751,C00313,2025-08-22,服饰鞋包,1,73.35,0,73.35,已支付
O001752,C00367,2025-11-28,食品饮料,3,73.47,0,220.41,已支付
O001753,C00052,2026-02-27,美妆个护,1,129.55,0.15,110.12,已支付
O001754,C00136,2026-02-25,家居日用,2,326.23,0.1,587.21,已取消
O001755,C00269,2025-09-20,家居日用,1,264.09,0.2,211.27,已支付
O001756,C00230,2025-10-20,数码电子,1,165.24,0.08,152.02,已退款
O001757,C00114,2025-07-16,运动户外,4,62.49,0,249.96,已支付
O001758,C00211,2026-02-02,家居日用,1,373.8,0.2,299.04,已支付
O001759,C00085,2026-05-03,食品饮料,5,138.5,0.15,588.62,已取消
O001760,C00239,2025-12-18,家居日用,2,95.39,0.1,171.7,已支付
O001761,C00062,2026-03-16,服饰鞋包,1,468.76,0.05,445.32,已支付
O001762,C00514,2026-06-25,美妆个护,1,182.9,0.05,173.75,已支付
O001763,C00116,2025-08-05,食品饮料,3,189.39,0,568.17,已取消
O001764,C00043,2026-04-14,服饰鞋包,3,327.25,0.15,834.49,已支付
O001765,C00108,2025-07-04,美妆个护,3,61.54,0.08,169.85,已支付
O001766,C00474,2026-05-14,食品饮料,5,186.83,0.08,859.42,已支付
O001767,C00221,2025-12-02,家居日用,2,331.89,0,663.78,已取消
O001768,C00123,2025-12-01,食品饮料,5,128.25,0,641.25,已支付
O001769,C00051,2026-01-08,美妆个护,1,97.08,0,97.08,已支付
O001770,C00019,2025-08-13,服饰鞋包,5,679.51,0.1,3057.8,已退款
O001771,C00122,2025-09-25,家居日用,1,468.23,0.2,374.58,已取消
O001772,C00455,2025-07-23,数码电子,1,1066.0,0,1066.0,已支付
O001773,C00552,2026-02-13,运动户外,1,539.49,0,539.49,已支付
O001774,C00136,2025-10-29,美妆个护,1,238.3,0.15,202.56,已支付
O001775,C00129,2026-05-27,美妆个护,1,182.7,0,182.7,已支付
O001776,C00518,2026-02-03,食品饮料,2,137.82,0.15,234.29,已支付
O001777,C00177,2025-08-13,数码电子,1,374.73,0.1,337.26,已支付
O001778,C00127,2026-04-10,服饰鞋包,1,644.98,0.1,580.48,已支付
O001779,C00450,2025-08-30,服饰鞋包,1,247.95,0.08,228.11,已取消
O001780,C00169,2025-09-13,美妆个护,2,269.81,0,539.62,已支付
O001781,C00081,2025-11-30,数码电子,1,256.75,0.15,218.24,已退款
O001782,C00002,2025-09-13,运动户外,1,200.39,0.1,180.35,已支付
O001783,C00526,2025-12-15,运动户外,2,255.14,0.1,459.25,已取消
O001784,C00480,2026-02-23,美妆个护,1,252.59,0.1,227.33,已取消
O001785,C00166,2025-08-28,运动户外,1,582.05,0.2,465.64,已取消
O001786,C00124,2026-01-22,家居日用,5,476.95,0,2384.75,已支付
O001787,C00300,2025-09-05,食品饮料,1,112.5,0.08,103.5,已取消
O001788,C00330,2026-06-17,运动户外,2,209.57,0.05,398.18,已支付
O001789,C00085,2025-11-29,数码电子,1,197.66,0.2,158.13,已支付
O001790,C00199,2025-12-18,食品饮料,1,44.18,0.2,35.34,已支付
O001791,C00255,2025-08-07,运动户外,2,461.87,0,923.74,已取消
O001792,C00395,2025-10-15,美妆个护,4,50.26,0.2,160.83,已退款
O001793,C00475,2026-05-05,食品饮料,1,190.7,0,190.7,已取消
O001794,C00114,2025-12-28,数码电子,3,1223.33,0,3669.99,已支付
O001795,C00301,2026-01-12,运动户外,1,98.04,0.2,78.43,已支付
O001796,C00411,2026-01-09,运动户外,2,156.57,0.08,288.09,已支付
O001797,C00009,2026-03-29,食品饮料,1,191.42,0.05,181.85,已支付
O001798,C00125,2025-07-20,服饰鞋包,1,132.35,0.1,119.11,已支付
O001799,C00362,2025-07-25,数码电子,2,1223.17,0,2446.34,已支付
O001800,C00183,2026-06-21,数码电子,1,539.79,0.15,458.82,已支付
O001801,C00215,2025-08-07,服饰鞋包,3,364.28,0.08,1005.41,已支付
O001802,C00328,2025-10-04,服饰鞋包,1,602.03,0.1,541.83,已取消
O001803,C00599,2026-05-28,食品饮料,2,27.52,0.05,52.29,已支付
